Code,Year,Estimate,MOE,source,sumlevel,geoid,county,state,st,cnty,fips,Line_Type,Tenure,Race/ethnicity,Cost burden
T9_est21,2015,0,22,2011thru2015,050,05000US51075,Goochland County, Virginia,51,075,51075,Detail,Owner occupied,"American Indian or Alaska Native alone, non-Hispanic",greater than 50%
T9_est22,2015,0,22,2011thru2015,050,05000US51075,Goochland County, Virginia,51,075,51075,Detail,Owner occupied,"American Indian or Alaska Native alone, non-Hispanic",not computed (no/negative income)
T9_est23,2015,0,22,2011thru2015,050,05000US51075,Goochland County, Virginia,51,075,51075,Subtotal,Owner occupied,"Pacific Islander alone, non-Hispanic",All
T9_est24,2015,0,22,2011thru2015,050,05000US51075,Goochland County, Virginia,51,075,51075,Detail,Owner occupied,"Pacific Islander alone, non-Hispanic",less than or equal to 30%
T9_est25,2015,0,22,2011thru2015,050,05000US51075,Goochland County, Virginia,51,075,51075,Detail,Owner occupied,"Pacific Islander alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est26,2015,0,22,2011thru2015,050,05000US51075,Goochland County, Virginia,51,075,51075,Detail,Owner occupied,"Pacific Islander alone, non-Hispanic",greater than 50%
T9_est27,2015,0,22,2011thru2015,050,05000US51075,Goochland County, Virginia,51,075,51075,Detail,Owner occupied,"Pacific Islander alone, non-Hispanic",not computed (no/negative income)
T9_est28,2015,85,52,2011thru2015,050,05000US51075,Goochland County, Virginia,51,075,51075,Subtotal,Owner occupied,"Hispanic, any race",All
T9_est29,2015,55,35,2011thru2015,050,05000US51075,Goochland County, Virginia,51,075,51075,Detail,Owner occupied,"Hispanic, any race",less than or equal to 30%
T9_est30,2015,4,18,2011thru2015,050,05000US51075,Goochland County, Virginia,51,075,51075,Detail,Owner occupied,"Hispanic, any race",greater than 30% but less than or equal to 50%
T9_est31,2015,10,13,2011thru2015,050,05000US51075,Goochland County, Virginia,51,075,51075,Detail,Owner occupied,"Hispanic, any race",greater than 50%
T9_est32,2015,15,27,2011thru2015,050,05000US51075,Goochland County, Virginia,51,075,51075,Detail,Owner occupied,"Hispanic, any race",not computed (no/negative income)
T9_est33,2015,15,25,2011thru2015,050,05000US51075,Goochland County, Virginia,51,075,51075,Subtotal,Owner occupied,"other (including multiple races, non-Hispanic)",All
T9_est34,2015,0,22,2011thru2015,050,05000US51075,Goochland County, Virginia,51,075,51075,Detail,Owner occupied,"other (including multiple races, non-Hispanic)",less than or equal to 30%
T9_est35,2015,0,22,2011thru2015,050,05000US51075,Goochland County, Virginia,51,075,51075,Detail,Owner occupied,"other (including multiple races, non-Hispanic)",greater than 30% but less than or equal to 50%
T9_est36,2015,15,25,2011thru2015,050,05000US51075,Goochland County, Virginia,51,075,51075,Detail,Owner occupied,"other (including multiple races, non-Hispanic)",greater than 50%
T9_est37,2015,0,22,2011thru2015,050,05000US51075,Goochland County, Virginia,51,075,51075,Detail,Owner occupied,"other (including multiple races, non-Hispanic)",not computed (no/negative income)
T9_est38,2015,1060,170,2011thru2015,050,05000US51075,Goochland County, Virginia,51,075,51075,Subtotal,Renter occupied,All,All
T9_est39,2015,700,151,2011thru2015,050,05000US51075,Goochland County, Virginia,51,075,51075,Subtotal,Renter occupied,"White alone, non-Hispanic",All
T9_est40,2015,515,140,2011thru2015,050,05000US51075,Goochland County, Virginia,51,075,51075,Detail,Renter occupied,"White alone, non-Hispanic",less than or equal to 30%
T9_est41,2015,65,45,2011thru2015,050,05000US51075,Goochland County, Virginia,51,075,51075,Detail,Renter occupied,"White alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est42,2015,105,55,2011thru2015,050,05000US51075,Goochland County, Virginia,51,075,51075,Detail,Renter occupied,"White alone, non-Hispanic",greater than 50%
T9_est43,2015,15,28,2011thru2015,050,05000US51075,Goochland County, Virginia,51,075,51075,Detail,Renter occupied,"White alone, non-Hispanic",not computed (no/negative income)
T9_est44,2015,335,119,2011thru2015,050,05000US51075,Goochland County, Virginia,51,075,51075,Subtotal,Renter occupied,"Black or African-American alone, non-Hispanic",All
T9_est45,2015,155,95,2011thru2015,050,05000US51075,Goochland County, Virginia,51,075,51075,Detail,Renter occupied,"Black or African-American alone, non-Hispanic",less than or equal to 30%
T9_est46,2015,85,84,2011thru2015,050,05000US51075,Goochland County, Virginia,51,075,51075,Detail,Renter occupied,"Black or African-American alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est47,2015,85,81,2011thru2015,050,05000US51075,Goochland County, Virginia,51,075,51075,Detail,Renter occupied,"Black or African-American alone, non-Hispanic",greater than 50%
T9_est48,2015,10,18,2011thru2015,050,05000US51075,Goochland County, Virginia,51,075,51075,Detail,Renter occupied,"Black or African-American alone, non-Hispanic",not computed (no/negative income)
T9_est49,2015,0,22,2011thru2015,050,05000US51075,Goochland County, Virginia,51,075,51075,Subtotal,Renter occupied,"Asian alone, non-Hispanic",All
T9_est50,2015,0,22,2011thru2015,050,05000US51075,Goochland County, Virginia,51,075,51075,Detail,Renter occupied,"Asian alone, non-Hispanic",less than or equal to 30%
T9_est51,2015,0,22,2011thru2015,050,05000US51075,Goochland County, Virginia,51,075,51075,Detail,Renter occupied,"Asian alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est52,2015,0,22,2011thru2015,050,05000US51075,Goochland County, Virginia,51,075,51075,Detail,Renter occupied,"Asian alone, non-Hispanic",greater than 50%
T9_est53,2015,0,22,2011thru2015,050,05000US51075,Goochland County, Virginia,51,075,51075,Detail,Renter occupied,"Asian alone, non-Hispanic",not computed (no/negative income)
T9_est54,2015,0,22,2011thru2015,050,05000US51075,Goochland County, Virginia,51,075,51075,Subtotal,Renter occupied,"American Indian or Alaska Native alone, non-Hispanic",All
T9_est55,2015,0,22,2011thru2015,050,05000US51075,Goochland County, Virginia,51,075,51075,Detail,Renter occupied,"American Indian or Alaska Native alone, non-Hispanic",less than or equal to 30%
T9_est56,2015,0,22,2011thru2015,050,05000US51075,Goochland County, Virginia,51,075,51075,Detail,Renter occupied,"American Indian or Alaska Native alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est57,2015,0,22,2011thru2015,050,05000US51075,Goochland County, Virginia,51,075,51075,Detail,Renter occupied,"American Indian or Alaska Native alone, non-Hispanic",greater than 50%
T9_est58,2015,0,22,2011thru2015,050,05000US51075,Goochland County, Virginia,51,075,51075,Detail,Renter occupied,"American Indian or Alaska Native alone, non-Hispanic",not computed (no/negative income)
T9_est59,2015,0,22,2011thru2015,050,05000US51075,Goochland County, Virginia,51,075,51075,Subtotal,Renter occupied,"Pacific Islander alone, non-Hispanic",All
T9_est60,2015,0,22,2011thru2015,050,05000US51075,Goochland County, Virginia,51,075,51075,Detail,Renter occupied,"Pacific Islander alone, non-Hispanic",less than or equal to 30%
T9_est61,2015,0,22,2011thru2015,050,05000US51075,Goochland County, Virginia,51,075,51075,Detail,Renter occupied,"Pacific Islander alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est62,2015,0,22,2011thru2015,050,05000US51075,Goochland County, Virginia,51,075,51075,Detail,Renter occupied,"Pacific Islander alone, non-Hispanic",greater than 50%
T9_est63,2015,0,22,2011thru2015,050,05000US51075,Goochland County, Virginia,51,075,51075,Detail,Renter occupied,"Pacific Islander alone, non-Hispanic",not computed (no/negative income)
T9_est64,2015,25,28,2011thru2015,050,05000US51075,Goochland County, Virginia,51,075,51075,Subtotal,Renter occupied,"Hispanic, any race",All
T9_est65,2015,20,33,2011thru2015,050,05000US51075,Goochland County, Virginia,51,075,51075,Detail,Renter occupied,"Hispanic, any race",less than or equal to 30%
T9_est66,2015,4,10,2011thru2015,050,05000US51075,Goochland County, Virginia,51,075,51075,Detail,Renter occupied,"Hispanic, any race",greater than 30% but less than or equal to 50%
T9_est67,2015,0,22,2011thru2015,050,05000US51075,Goochland County, Virginia,51,075,51075,Detail,Renter occupied,"Hispanic, any race",greater than 50%
T9_est68,2015,0,22,2011thru2015,050,05000US51075,Goochland County, Virginia,51,075,51075,Detail,Renter occupied,"Hispanic, any race",not computed (no/negative income)
T9_est69,2015,0,22,2011thru2015,050,05000US51075,Goochland County, Virginia,51,075,51075,Subtotal,Renter occupied,"other (including multiple races, non-Hispanic)",All
T9_est70,2015,0,22,2011thru2015,050,05000US51075,Goochland County, Virginia,51,075,51075,Detail,Renter occupied,"other (including multiple races, non-Hispanic)",less than or equal to 30%
T9_est71,2015,0,22,2011thru2015,050,05000US51075,Goochland County, Virginia,51,075,51075,Detail,Renter occupied,"other (including multiple races, non-Hispanic)",greater than 30% but less than or equal to 50%
T9_est72,2015,0,22,2011thru2015,050,05000US51075,Goochland County, Virginia,51,075,51075,Detail,Renter occupied,"other (including multiple races, non-Hispanic)",greater than 50%
T9_est73,2015,0,22,2011thru2015,050,05000US51075,Goochland County, Virginia,51,075,51075,Detail,Renter occupied,"other (including multiple races, non-Hispanic)",not computed (no/negative income)
T9_est1,2015,37465,340,2011thru2015,050,05000US51085,Hanover County, Virginia,51,085,51085,Total,Total: Occupied housing units,All,All
T9_est2,2015,30350,547,2011thru2015,050,05000US51085,Hanover County, Virginia,51,085,51085,Subtotal,Owner occupied,All,All
T9_est3,2015,26935,520,2011thru2015,050,05000US51085,Hanover County, Virginia,51,085,51085,Subtotal,Owner occupied,"White alone, non-Hispanic",All
T9_est4,2015,21825,510,2011thru2015,050,05000US51085,Hanover County, Virginia,51,085,51085,Detail,Owner occupied,"White alone, non-Hispanic",less than or equal to 30%
T9_est5,2015,3510,343,2011thru2015,050,05000US51085,Hanover County, Virginia,51,085,51085,Detail,Owner occupied,"White alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est6,2015,1520,214,2011thru2015,050,05000US51085,Hanover County, Virginia,51,085,51085,Detail,Owner occupied,"White alone, non-Hispanic",greater than 50%
T9_est7,2015,80,47,2011thru2015,050,05000US51085,Hanover County, Virginia,51,085,51085,Detail,Owner occupied,"White alone, non-Hispanic",not computed (no/negative income)
T9_est8,2015,2355,184,2011thru2015,050,05000US51085,Hanover County, Virginia,51,085,51085,Subtotal,Owner occupied,"Black or African-American alone, non-Hispanic",All
T9_est9,2015,1695,210,2011thru2015,050,05000US51085,Hanover County, Virginia,51,085,51085,Detail,Owner occupied,"Black or African-American alone, non-Hispanic",less than or equal to 30%
T9_est10,2015,415,133,2011thru2015,050,05000US51085,Hanover County, Virginia,51,085,51085,Detail,Owner occupied,"Black or African-American alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est11,2015,215,93,2011thru2015,050,05000US51085,Hanover County, Virginia,51,085,51085,Detail,Owner occupied,"Black or African-American alone, non-Hispanic",greater than 50%
T9_est12,2015,25,30,2011thru2015,050,05000US51085,Hanover County, Virginia,51,085,51085,Detail,Owner occupied,"Black or African-American alone, non-Hispanic",not computed (no/negative income)
T9_est13,2015,320,57,2011thru2015,050,05000US51085,Hanover County, Virginia,51,085,51085,Subtotal,Owner occupied,"Asian alone, non-Hispanic",All
T9_est14,2015,210,65,2011thru2015,050,05000US51085,Hanover County, Virginia,51,085,51085,Detail,Owner occupied,"Asian alone, non-Hispanic",less than or equal to 30%
T9_est15,2015,80,52,2011thru2015,050,05000US51085,Hanover County, Virginia,51,085,51085,Detail,Owner occupied,"Asian alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est16,2015,30,26,2011thru2015,050,05000US51085,Hanover County, Virginia,51,085,51085,Detail,Owner occupied,"Asian alone, non-Hispanic",greater than 50%
T9_est17,2015,0,28,2011thru2015,050,05000US51085,Hanover County, Virginia,51,085,51085,Detail,Owner occupied,"Asian alone, non-Hispanic",not computed (no/negative income)
T9_est18,2015,10,16,2011thru2015,050,05000US51085,Hanover County, Virginia,51,085,51085,Subtotal,Owner occupied,"American Indian or Alaska Native alone, non-Hispanic",All
T9_est19,2015,4,12,2011thru2015,050,05000US51085,Hanover County, Virginia,51,085,51085,Detail,Owner occupied,"American Indian or Alaska Native alone, non-Hispanic",less than or equal to 30%
T9_est20,2015,4,9,2011thru2015,050,05000US51085,Hanover County, Virginia,51,085,51085,Detail,Owner occupied,"American Indian or Alaska Native alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est21,2015,0,28,2011thru2015,050,05000US51085,Hanover County, Virginia,51,085,51085,Detail,Owner occupied,"American Indian or Alaska Native alone, non-Hispanic",greater than 50%
T9_est22,2015,0,28,2011thru2015,050,05000US51085,Hanover County, Virginia,51,085,51085,Detail,Owner occupied,"American Indian or Alaska Native alone, non-Hispanic",not computed (no/negative income)
T9_est23,2015,0,28,2011thru2015,050,05000US51085,Hanover County, Virginia,51,085,51085,Subtotal,Owner occupied,"Pacific Islander alone, non-Hispanic",All
T9_est24,2015,0,28,2011thru2015,050,05000US51085,Hanover County, Virginia,51,085,51085,Detail,Owner occupied,"Pacific Islander alone, non-Hispanic",less than or equal to 30%
T9_est25,2015,0,28,2011thru2015,050,05000US51085,Hanover County, Virginia,51,085,51085,Detail,Owner occupied,"Pacific Islander alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est26,2015,0,28,2011thru2015,050,05000US51085,Hanover County, Virginia,51,085,51085,Detail,Owner occupied,"Pacific Islander alone, non-Hispanic",greater than 50%
T9_est27,2015,0,28,2011thru2015,050,05000US51085,Hanover County, Virginia,51,085,51085,Detail,Owner occupied,"Pacific Islander alone, non-Hispanic",not computed (no/negative income)
T9_est28,2015,400,98,2011thru2015,050,05000US51085,Hanover County, Virginia,51,085,51085,Subtotal,Owner occupied,"Hispanic, any race",All
T9_est29,2015,275,97,2011thru2015,050,05000US51085,Hanover County, Virginia,51,085,51085,Detail,Owner occupied,"Hispanic, any race",less than or equal to 30%
T9_est30,2015,45,54,2011thru2015,050,05000US51085,Hanover County, Virginia,51,085,51085,Detail,Owner occupied,"Hispanic, any race",greater than 30% but less than or equal to 50%
T9_est31,2015,75,51,2011thru2015,050,05000US51085,Hanover County, Virginia,51,085,51085,Detail,Owner occupied,"Hispanic, any race",greater than 50%
T9_est32,2015,10,19,2011thru2015,050,05000US51085,Hanover County, Virginia,51,085,51085,Detail,Owner occupied,"Hispanic, any race",not computed (no/negative income)
T9_est33,2015,325,98,2011thru2015,050,05000US51085,Hanover County, Virginia,51,085,51085,Subtotal,Owner occupied,"other (including multiple races, non-Hispanic)",All
T9_est34,2015,195,75,2011thru2015,050,05000US51085,Hanover County, Virginia,51,085,51085,Detail,Owner occupied,"other (including multiple races, non-Hispanic)",less than or equal to 30%
T9_est35,2015,60,55,2011thru2015,050,05000US51085,Hanover County, Virginia,51,085,51085,Detail,Owner occupied,"other (including multiple races, non-Hispanic)",greater than 30% but less than or equal to 50%
T9_est36,2015,70,42,2011thru2015,050,05000US51085,Hanover County, Virginia,51,085,51085,Detail,Owner occupied,"other (including multiple races, non-Hispanic)",greater than 50%
